State,City,Population
Illinois,Armington,340
Illinois,Aroma Park,719
Illinois,Arrowsmith,295
Illinois,"Arthur, IL",2281
Illinois,Ashkum,744
Illinois,"Ashland, IL",1289
Illinois,"Ashley, IL",511
Illinois,Ashmore,771
Illinois,"Ashton, IL",927
Illinois,Assumption,1128
Illinois,"Astoria, IL",1100
Illinois,"Athens, IL",1960
Illinois,"Atkinson, IL",953
Illinois,"Atlanta, IL",1663
Illinois,"Atwood, IL",1199
Illinois,"Auburn, IL",4815
Illinois,"Augusta, IL",566
Illinois,"Aurora, IL",200456
Illinois,"Ava, IL",639
Illinois,Aviston,2073
Illinois,"Avon, IL",767
Illinois,"Baldwin, IL",353
Illinois,Bannockburn,1575
Illinois,Bardolph,245
Illinois,Barrington Hills,4259
Illinois,"Barrington, IL",10373
Illinois,"Barry, IL",1280
Illinois,Bartelso,598
Illinois,"Bartlett, IL",41632
Illinois,"Bartonville, IL",6423
Illinois,"Batavia, IL",26424
Illinois,Batchtown,208
Illinois,"Bath, IL",310
Illinois,Bay View Gardens,392
Illinois,Beach Park,13988
Illinois,Beardstown,5882
Illinois,Beaverville,347
Illinois,Beckemeyer,1019
Illinois,Bedford Park,576
Illinois,Beecher City,456
Illinois,"Beecher, IL",4461
Illinois,"Belgium, IL",402
Illinois,Belle Rive,361
Illinois,"Belleville, IL",42529
Illinois,"Bellevue, IL",1963
Illinois,"Bellflower, IL",353
Illinois,"Bellmont, IL",269
Illinois,"Bellwood, IL",19152
Illinois,"Belvidere, IL",25282
Illinois,Bement,1692
Illinois,Benld,1503
Illinois,Bensenville,18487
Illinois,"Benson, IL",428
Illinois,"Benton, IL",7016
Illinois,"Berkeley, IL",5230
Illinois,"Berwyn, IL",56693
Illinois,Bethalto,9382
Illinois,"Bethany, IL",1322
Illinois,Big Rock,1160
Illinois,Biggsville,287
Illinois,"Bismarck, IL",560
Illinois,Blandinsville,628
Illinois,"Bloomingdale, IL",22299
Illinois,"Bloomington, IL",78730
Illinois,Blue Island,23785
Illinois,"Blue Mound, IL",1124
Illinois,Bluffs,691
Illinois,Bluford,678
Illinois,Bolingbrook,74180
Illinois,Bondville,447
Illinois,Bone Gap,244
Illinois,Bonfield,375
Illinois,Bonnie,389
Illinois,Boody,276
Illinois,Boulder Hill,8108
Illinois,Bourbonnais,18534
Illinois,Bowen,478
Illinois,Braceville,775
Illinois,"Bradford, IL",741
Illinois,"Bradley, IL",15677
Illinois,Braidwood,6185
Illinois,Breese,4502
Illinois,"Bridgeport, IL",1813
Illinois,Bridgeview,16491
Illinois,"Brighton, IL",2217
Illinois,"Brimfield, IL",862
Illinois,"Broadlands, IL",356
Illinois,"Broadview, IL",7959
Illinois,"Brocton, IL",305
Illinois,"Brookfield, IL",19023
Illinois,"Brooklyn, IL",723
Illinois,Brookport,941
Illinois,"Brownstown, IL",747
Illinois,"Bryant, IL",215
Illinois,"Buckingham, IL",295
Illinois,"Buckley, IL",575
Illinois,"Buckner, IL",451
Illinois,"Buda, IL",523
Illinois,Buffalo Grove,41701
Illinois,"Buffalo, IL",494
Illinois,Bull Valley,1107
Illinois,Bulpitt,216
Illinois,Buncombe,205
Illinois,"Bunker Hill, IL",1727
Illinois,"Burbank, IL",29218
Illinois,Bureau Junction,312
Illinois,"Burlington, IL",636
Illinois,"Burnham, IL",4229
Illinois,Burr Ridge,10761
Illinois,"Bushnell, IL",3014
Illinois,"Bush, IL",274
Illinois,"Byron, IL",3665
Illinois,Cabery,258
Illinois,Cahokia,14588
Illinois,"Cairo, IL",2576
Illinois,Calumet City,37213
Illinois,Calumet Park,7903
Illinois,"Camargo, IL",446
Illinois,"Cambria, IL",1260
Illinois,"Cambridge, IL",2121
Illinois,Camp Point,1126
Illinois,Campbell Hill,325
Illinois,Campton Hills,11317
Illinois,"Canton, IL",14307
Illinois,"Capron, IL",1356
Illinois,Carbon Cliff,2046
Illinois,"Carbon Hill, IL",349
Illinois,"Carbondale, IL",26324
Illinois,Carlinville,5756
Illinois,Carlock,559
Illinois,Carlyle,3238
Illinois,Carmi,5136
Illinois,Carol Stream,40349
Illinois,Carpentersville,38407
Illinois,Carrier Mills,1629
Illinois,"Carrollton, IL",2405
Illinois,"Carterville, IL",5770
Illinois,"Carthage, IL",2542
Illinois,"Cary, IL",17991
Illinois,Caseyville,4092
Illinois,"Casey, IL",2744
Illinois,"Catlin, IL",2022
Illinois,Cave-In-Rock,302
Illinois,"Cedar Point, IL",271
Illinois,"Cedarville, IL",726
Illinois,"Central City, IL",1138
Illinois,"Centralia, IL",12742
Illinois,"Centreville, IL",5090
Illinois,"Cerro Gordo, IL",1359
Illinois,Chadwick,529
Illinois,Champaign,84513
Illinois,Chandlerville,535
Illinois,Channahon,12616
Illinois,Channel Lake,1664
Illinois,"Chapin, IL",499
Illinois,"Charleston, IL",21838
Illinois,"Chatham, IL",12212
Illinois,"Chatsworth, IL",1167
Illinois,Chebanse,1030
Illinois,"Chemung, IL",308
Illinois,Chenoa,1777
Illinois,"Cherry Valley, IL",3110
Illinois,Cherry,468
Illinois,"Chester, IL",8421
Illinois,Chestnut,246
Illinois,Chicago Heights,30436
Illinois,Chicago Ridge,14434
Illinois,"Chicago, IL",2722389
Illinois,"Chillicothe, IL",6135
Illinois,Chrisman,1290
Illinois,Christopher,2773
Illinois,"Cicero, IL",84354
Illinois,"Cisco, IL",256
Illinois,Cisne,663
Illinois,Cissna Park,816
Illinois,Clarendon Hills,8658
Illinois,"Clay City, IL",937
Illinois,"Clayton, IL",697
Illinois,"Clear Lake, IL",229
Illinois,"Clifton, IL",1420
Illinois,"Clinton, IL",7078
Illinois,"Coal City, IL",5521
Illinois,Coal Valley,3743
Illinois,"Coalton, IL",296
Illinois,"Cobden, IL",1144
Illinois,Coffeen,668
Illinois,"Colchester, IL",1354
Illinois,"Colfax, IL",1055
Illinois,"Collinsville, IL",24883
Illinois,"Colona, IL",5099
Illinois,Colp,224
Illinois,"Columbia, IL",10121
Illinois,"Como, IL",567
Illinois,"Compton, IL",289
Illinois,Congerville,492
Illinois,"Cordova, IL",665
Illinois,"Cornell, IL",455
Illinois,"Cortland, IL",4341
Illinois,"Coulterville, IL",918
Illinois,"Country Club Hills, IL",16865
Illinois,"Countryside, IL",6023
Illinois,Cowden,593
Illinois,Coyne Center,827
Illinois,"Crab Orchard, IL",333
Illinois,Crainville,1364
Illinois,Creal Springs,533
Illinois,"Crescent City, IL",602
Illinois,Crest Hill,20771
Illinois,"Creston, IL",657
Illinois,"Crestwood, IL",11029
Illinois,"Crete, IL",8227
Illinois,"Creve Coeur, IL",5367
Illinois,"Crossville, IL",727
Illinois,"Crystal Lake, IL",40493
Illinois,Crystal Lawns,1872
Illinois,"Cuba, IL",1239
Illinois,Cullom,538
Illinois,"Curran, IL",212
Illinois,"Cutler, IL",424
Illinois,"Cypress, IL",236
Illinois,"Dahlgren, IL",512
Illinois,"Dakota, IL",486
Illinois,Dallas City,910
Illinois,Dalton City,528
Illinois,"Dalzell, IL",688
Illinois,Damiansville,493
Illinois,"Danforth, IL",581
Illinois,"Danvers, IL",1147
Illinois,"Danville, IL",32243
Illinois,"Darien, IL",22315
Illinois,Davis Junction,2293
Illinois,"Davis, IL",653
Illinois,"Dawson, IL",500
Illinois,"Dayton, IL",537
Illinois,"De Land, IL",427
Illinois,De Pue,1760
Illinois,"De Soto, IL",1585
Illinois,DeKalb,44054
Illinois,"Decatur, IL",74010
Illinois,"Deer Creek, IL",694
Illinois,"Deer Park, IL",3245
Illinois,"Deerfield, IL",18385
Illinois,"Delavan, IL",1663
Illinois,Des Plaines,58947
Illinois,"Diamond, IL",2501
Illinois,Dieterich,608
Illinois,Divernon,1163
Illinois,Dixmoor,3622
Illinois,"Dixon, IL",15285
Illinois,"Dix, IL",459
Illinois,"Dolton, IL",23307
Illinois,Dongola,714
Illinois,"Donnellson, IL",205
Illinois,Donovan,300
Illinois,Dowell,396
Illinois,Downers Grove,49715
Illinois,"Downs, IL",997
Illinois,Du Quoin,5908
Illinois,Dunfermline,291
Illinois,"Dunlap, IL",1389
Illinois,Dupo,3969
Illinois,"Durand, IL",1418
Illinois,"Dwight, IL",4119
Illinois,"Earlville, IL",1646
Illinois,East Alton,6215
Illinois,East Cape Girardeau,347
Illinois,East Carondelet,481
Illinois,East Dubuque,1671
Illinois,East Dundee,3198
Illinois,East Galesburg,806
Illinois,East Gillespie,271
Illinois,East Hazel Crest,1552
Illinois,East Moline,21175
Illinois,East Peoria,23375
Illinois,East St. Louis,26672
Illinois,"Easton, IL",306
Illinois,"Edgewood, IL",429
Illinois,"Edinburg, IL",1056
Illinois,"Edwardsville, IL",24758
Illinois,"Effingham, IL",12577
Illinois,"El Paso, IL",2804
Illinois,Elburn,5682
Illinois,"Eldorado, IL",4076
Illinois,"Elgin, IL",111117
Illinois,"Elizabethtown, IL",295
Illinois,"Elizabeth, IL",752
Illinois,Elk Grove Village,33379
Illinois,"Elkhart, IL",398
Illinois,Elkville,910
Illinois,"Elliott, IL",284
Illinois,Ellis Grove,356
Illinois,Elmhurst,45751
Illinois,"Elmwood Park, IL",24954
Illinois,"Elmwood, IL",2100
Illinois,Elsah,667
Illinois,"Elwood, IL",2267
Illinois,Emden,477
Illinois,Energy,1145
Illinois,"Enfield, IL",581
Illinois,Equality,560
Illinois,"Erie, IL",1547
Illinois,"Essex, IL",778
Illinois,"Eureka, IL",5373
Illinois,"Evanston, IL",75658
Illinois,"Evansville, IL",682
Illinois,Evergreen Park,19935
Illinois,"Ewing, IL",303
Illinois,"Fairbury, IL",3678
Illinois,"Fairfield, IL",5080
Illinois,Fairmont City,2529
Illinois,"Fairmont, IL",2459
Illinois,"Fairmount, IL",623
Illinois,Fairview Heights,16901
Illinois,"Fairview, IL",497
Illinois,Farina,510
Illinois,Farmer City,2005
Illinois,"Farmersville, IL",706
Illinois,"Farmington, IL",2356
Illinois,"Fayetteville, IL",346
Illinois,Fieldon,230
Illinois,"Fillmore, IL",322
Illinois,"Findlay, IL",664
Illinois,"Fisher, IL",1960
Illinois,Fithian,473
Illinois,Flanagan,1086
Illinois,"Flat Rock, IL",325
Illinois,"Flora, IL",4977
Illinois,Flossmoor,9522
Illinois,Ford Heights,2785
Illinois,"Forest City, IL",235
Illinois,"Forest Lake, IL",1659
Illinois,"Forest Park, IL",14196
Illinois,Forest View,697
Illinois,Forreston,1393
Illinois,Forrest,1193
Illinois,"Forsyth, IL",3592
Illinois,Fox Lake Hills,2591
Illinois,"Fox Lake, IL",10578
Illinois,Fox River Grove,4704
Illinois,Fox River Valley Gardens,854
Illinois,Frankfort Square,9276
Illinois,"Frankfort, IL",18446
Illinois,Franklin Grove,977
Illinois,"Franklin Park, IL",18404
Illinois,"Franklin, IL",598
Illinois,"Freeburg, IL",4280
Illinois,Freeman Spur,290
Illinois,"Freeport, IL",24851
Illinois,"Fulton, IL",3360
Illinois,Gages Lake,10198
Illinois,"Galatia, IL",921
Illinois,"Galena, IL",3327
Illinois,"Galesburg, IL",31659
Illinois,"Galva, IL",2528
Illinois,Garden Prairie,352
Illinois,"Gardner, IL",1443
Illinois,Gays,277
Illinois,"Geneseo, IL",6537
Illinois,"Geneva, IL",21742
Illinois,"Genoa, IL",5223
Illinois,"Georgetown, IL",3386
Illinois,German Valley,456
Illinois,Germantown Hills,3510
Illinois,"Germantown, IL",1288
Illinois,Gibson City,3395
Illinois,"Gibson, IL",3336
Illinois,"Gifford, IL",999
Illinois,Gilberts,7556
Illinois,Gillespie,3209
Illinois,"Gilman, IL",1765
Illinois,"Girard, IL",2042
Illinois,"Gladstone, IL",273
Illinois,Glasford,1011
Illinois,Glen Carbon,12947
Illinois,Glen Ellyn,27763
Illinois,"Glencoe, IL",8923
Illinois,Glendale Heights,34530
Illinois,"Glenview, IL",46767
Illinois,"Glenwood, IL",9036
Illinois,"Godfrey, IL",17782
Illinois,"Godley, IL",670
Illinois,"Golconda, IL",640
Illinois,"Golden, IL",637
Illinois,"Golf, IL",506
Illinois,"Good Hope, IL",387
Illinois,Goodfield,913
Illinois,Goodings Grove,22530
Illinois,Goofy Ridge,350
Illinois,Goreville,1067
Illinois,"Gorham, IL",234
Illinois,"Grafton, IL",660
Illinois,Grand Detour,429
Illinois,"Grand Ridge, IL",538
Illinois,Grand Tower,590
Illinois,"Grandview, IL",1433
Illinois,Grandwood Park,5202
Illinois,Granite City,29183
Illinois,Grant Park,1299
Illinois,Grantfork,330
Illinois,"Granville, IL",1363
Illinois,Grayslake,21018
Illinois,Grayville,1639
Illinois,Green Oaks,3854
Illinois,"Green Valley, IL",694
Illinois,"Greenfield, IL",1029
Illinois,"Greenup, IL",1487
Illinois,"Greenview, IL",761
Illinois,"Greenville, IL",6885
Illinois,"Greenwood, IL",252
Illinois,"Gridley, IL",1448
Illinois,Griggsville,1182
Illinois,Gurnee,31207
Illinois,Hainesville,3682
Illinois,Hamel,807
Illinois,"Hamilton, IL",2861
Illinois,"Hammond, IL",487
Illinois,Hampshire,5976
Illinois,"Hampton, IL",1848
Illinois,Hanaford,317
Illinois,Hanna City,1229
Illinois,Hanover Park,38476
Illinois,"Hanover, IL",818
Illinois,"Hardin, IL",943
Illinois,"Harrisburg, IL",8914
Illinois,"Harrison, IL",970
Illinois,Harristown,1341
Illinois,"Hartford, IL",1388
Illinois,"Hartsburg, IL",311
Illinois,"Harvard, IL",9230
Illinois,Harvel,217
Illinois,"Harvey, IL",25347
Illinois,Harwood Heights,8675
Illinois,"Havana, IL",3121
Illinois,Hawthorn Woods,7875
Illinois,Hazel Crest,14182
Illinois,"Hebron, IL",1205
Illinois,Hecker,489
Illinois,"Henderson, IL",253
Illinois,Hennepin,722
Illinois,"Henning, IL",247
Illinois,"Henry, IL",2336
Illinois,"Heritage Lake, IL",1520
Illinois,"Herrick, IL",429
Illinois,Herrin,12852
Illinois,Herscher,1566
Illinois,Heyworth,2906
Illinois,"Hickory Hills, IL",14177
Illinois,"Highland Park, IL",29871
Illinois,"Highland, IL",9894
Illinois,"Highwood, IL",5387
Illinois,"Hillcrest, IL",1292
Illinois,"Hillsboro, IL",6089
Illinois,"Hillsdale, IL",511
Illinois,"Hillside, IL",8195
Illinois,"Hinckley, IL",2070
Illinois,Hindsboro,308
Illinois,"Hinsdale, IL",17446
Illinois,Hodgkins,1881
Illinois,Hoffman Estates,52347
Illinois,"Hoffman, IL",496
Illinois,Holiday Hills,593
Illinois,Holiday Shores,2882
Illinois,Homer Glen,24364
Illinois,"Homer, IL",1207
Illinois,"Hometown, IL",4365
Illinois,"Homewood, IL",19464
Illinois,Hoopeston,5258
Illinois,Hooppole,201
Illinois,"Hopedale, IL",857
Illinois,"Hopewell, IL",405
Illinois,Hopkins Park,584
Illinois,Hoyleton,514
Illinois,"Hudson, IL",1858
Illinois,"Hull, IL",442
Illinois,"Humboldt, IL",432
Illinois,"Hume, IL",368
Illinois,"Huntley, IL",25603
Illinois,"Hurst, IL",792
Illinois,Hutsonville,546
Illinois,Illiopolis,886
Illinois,Ina,2329
Illinois,"Indian Creek, IL",546
Illinois,Indian Head Park,3839
Illinois,"Indianola, IL",272
Illinois,"Industry, IL",462
Illinois,Ingalls Park,3314
Illinois,"Inverness, IL",7592
Illinois,Ipava,450
Illinois,"Irvington, IL",642
Illinois,"Irving, IL",483
Illinois,Island Lake,8031
Illinois,"Itasca, IL",8800
Illinois,"Iuka, IL",474
Illinois,Ivesdale,271
Illinois,"Jacksonville, IL",19159
Illinois,"Jeffersonville, IL",358
Illinois,"Jerome, IL",1662
Illinois,Jerseyville,8532
Illinois,"Jewett, IL",220
Illinois,"Johnsburg, IL",6297
Illinois,Johnston City,3506
Illinois,"Joliet, IL",147928
Illinois,"Jonesboro, IL",1772
Illinois,"Joppa, IL",349
Illinois,Joy,396
Illinois,"Junction City, IL",466
Illinois,"Justice, IL",13022
Illinois,Kampsville,319
Illinois,Kaneville,491
Illinois,"Kane, IL",422
Illinois,Kangley,245
Illinois,Kankakee,26860
Illinois,"Kansas, IL",753
Illinois,Kappa,239
Illinois,Karnak,468
Illinois,Keensburg,205
Illinois,Keithsburg,586
Illinois,Kell,216
Illinois,"Kempton, IL",223
Illinois,"Kenilworth, IL",2562
Illinois,Kenney,321
Illinois,Kewanee,12596
Illinois,Keyesport,405
Illinois,"Kilbourne, IL",288
Illinois,Kildeer,3958
Illinois,"Kincaid, IL",1451
Illinois,"Kinderhook, IL",211
Illinois,Kingston Mines,301
Illinois,"Kingston, IL",1163
Illinois,Kinmundy,778
Illinois,"Kirkland, IL",1744
Illinois,"Kirkwood, IL",715
Illinois,"Knollwood, IL",1747
Illinois,"Knoxville, IL",2872
Illinois,"La Fayette, IL",217
Illinois,La Grange Park,13665
Illinois,"La Grange, IL",15759
Illinois,"La Harpe, IL",1200
Illinois,La Moille,705
Illinois,"La Salle, IL",9328
Illinois,LaPlace,259
Illinois,Lacon,1832
Illinois,Ladd,1251
Illinois,Lake Barrington,4985
Illinois,Lake Bluff,5698
Illinois,"Lake Camelot, IL",1686
Illinois,Lake Catherine,1379
Illinois,"Lake Forest, IL",19379
Illinois,"Lake Holiday, IL",4761
Illinois,Lake Ka-Ho,225
Illinois,Lake Petersburg,719
Illinois,Lake Summerset,2048
Illinois,Lake Villa,8825
Illinois,Lake Zurich,20054
Illinois,Lake in the Hills,28893
Illinois,"Lake of the Woods, IL",2912
Illinois,Lakemoor,6005
Illinois,Lakewood Shores,1347
Illinois,"Lakewood, IL",3811
Illinois,"Lanark, IL",1383
Illinois,Langleyville,432
Illinois,"Lansing, IL",28522
Illinois,"Latham, IL",366
Illinois,"Lawrenceville, IL",4397
Illinois,"Le Roy, IL",3602
Illinois,Leaf River,424
Illinois,"Lebanon, IL",4466
Illinois,"Lee, IL",330
Illinois,Leland Grove,1533
Illinois,"Leland, IL",951
Illinois,"Lemont, IL",16661
Illinois,"Lena, IL",2840
Illinois,Lenzburg,498
Illinois,Lerna,283
Illinois,"Lewistown, IL",2292
Illinois,"Lexington, IL",2068
Illinois,"Libertyville, IL",20512
Illinois,"Liberty, IL",513
Illinois,"Lily Lake, IL",1024
Illinois,"Limestone, IL",1573
Illinois,"Lincolnshire, IL",7292
Illinois,Lincolnwood,12687
Illinois,"Lincoln, IL",14162
Illinois,"Lindenhurst, IL",14468
Illinois,"Lisbon, IL",295
Illinois,"Lisle, IL",22827
Illinois,"Litchfield, IL",6930
Illinois,"Little York, IL",335
Illinois,"Livingston, IL",833
Illinois,Loami,754
Illinois,"Lockport, IL",25119
Illinois,Loda,400
Illinois,Lomax,421
Illinois,Lombard,43893
Illinois,London Mills,383
Illinois,"Long Creek, IL",1318
Illinois,"Long Grove, IL",8181
Illinois,"Long Lake, IL",3515
Illinois,Long Point,220
Illinois,"Loraine, IL",311
Illinois,"Lost Nation, IL",708
Illinois,Lostant,485
Illinois,"Louisville, IL",1125
Illinois,Loves Park,23551
Illinois,"Lovington, IL",1109
Illinois,"Ludlow, IL",367
Illinois,"Lyndon, IL",625
Illinois,"Lynwood, IL",9313
Illinois,"Lyons, IL",10773
Illinois,Machesney Park,23036
Illinois,Mackinaw,1950
Illinois,"Macomb, IL",18943
Illinois,"Macon, IL",1142
Illinois,"Madison, IL",3893
Illinois,"Magnolia, IL",260
Illinois,Mahomet,7955
Illinois,Makanda,547
Illinois,"Malden, IL",352
Illinois,"Malta, IL",1159
Illinois,"Manchester, IL",286
Illinois,"Manhattan, IL",7302
Illinois,Manito,1550
Illinois,"Manlius, IL",349
Illinois,"Mansfield, IL",872
Illinois,Manteno,9026
Illinois,Maple Park,1313
Illinois,"Mapleton, IL",276
Illinois,Maquon,286
Illinois,"Marengo, IL",7508
Illinois,Marine,939
Illinois,"Marion, IL",17438
Illinois,Marissa,1882
Illinois,"Markham, IL",12688
Illinois,Mark,547
Illinois,Maroa,1756
Illinois,Marquette Heights,2790
Illinois,"Marseilles, IL",4994
Illinois,"Marshall, IL",3921
Illinois,"Martinsville, IL",1151
Illinois,Martinton,375
Illinois,"Maryville, IL",7826
Illinois,Mascoutah,7869
Illinois,"Mason City, IL",2212
Illinois,"Mason, IL",343
Illinois,Matherville,689
Illinois,"Matteson, IL",19156
Illinois,"Mattoon, IL",18211
Illinois,"Maywood, IL",24133
Illinois,Mazon,996
Illinois,"McClure, IL",364
Illinois,"McCook, IL",231
Illinois,McCullom Lake,1026
Illinois,"McHenry, IL",26630
Illinois,McLeansboro,2826
Illinois,"McLean, IL",823
Illinois,McNabb,273
Illinois,"Mechanicsburg, IL",605
Illinois,"Medora, IL",408
Illinois,"Melrose Park, IL",25511
Illinois,"Melvin, IL",436
Illinois,"Mendon, IL",944
Illinois,"Mendota, IL",7254
Illinois,"Menominee, IL",247
Illinois,Meredosia,1022
Illinois,Merrionette Park,1897
Illinois,"Metamora, IL",3736
Illinois,Metropolis,6390
Illinois,Mettawa,571
Illinois,"Middletown, IL",317
Illinois,"Midlothian, IL",14911
Illinois,"Milan, IL",5105
Illinois,"Milford, IL",1254
Illinois,Mill Shoals,212
Illinois,"Millbrook, IL",347
Illinois,"Milledgeville, IL",989
Illinois,"Millington, IL",665
Illinois,Millstadt,3924
Illinois,"Milton, IL",265
Illinois,"Mineral, IL",230
Illinois,Minier,1245
Illinois,Minonk,2061
Illinois,Minooka,11194
Illinois,"Mitchell, IL",1356
Illinois,Mokena,19447
Illinois,"Moline, IL",42685
Illinois,Momence,3240
Illinois,Monee,5105
Illinois,"Monmouth, IL",9527
Illinois,Monroe Center,459
Illinois,"Montgomery, IL",19301
Illinois,"Monticello, IL",5516
Illinois,"Morrisonville, IL",1033
Illinois,"Morrison, IL",4136
Illinois,"Morris, IL",14135
Illinois,Morton Grove,23497
Illinois,"Morton, IL",16499
Illinois,"Mound City, IL",558
Illinois,"Mounds, IL",763
Illinois,"Mount Auburn, IL",468
Illinois,"Mount Carmel, IL",7034
Illinois,Mount Carroll,1634
Illinois,Mount Clare,271
Illinois,"Mount Morris, IL",2905
Illinois,"Mount Olive, IL",2032
Illinois,Mount Prospect,54951
Illinois,Mount Pulaski,1528
Illinois,"Mount Sterling, IL",1973
Illinois,"Mount Vernon, IL",15177
Illinois,"Mount Zion, IL",5888
Illinois,Moweaqua,1777
Illinois,Mulberry Grove,605
Illinois,Mundelein,31562
Illinois,Murphysboro,7811
Illinois,"Murrayville, IL",573
Illinois,"Naperville, IL",146128
Illinois,Naplate,485
Illinois,"Nashville, IL",3148
Illinois,Nason,236
Illinois,"Nauvoo, IL",1110
Illinois,"Nebo, IL",332
Illinois,Neoga,1607
Illinois,Neponset,451
Illinois,"New Athens, IL",1977
Illinois,New Baden,3330
Illinois,"New Berlin, IL",1356
Illinois,"New Boston, IL",658
Illinois,New Burnside,213
Illinois,New Canton,350
Illinois,New Douglas,319
Illinois,"New Haven, IL",406
Illinois,"New Holland, IL",265
Illinois,New Lenox,25426
Illinois,New Millford,676
Illinois,New Minden,208
Illinois,"Newark, IL",1017
Illinois,"Newman, IL",855
Illinois,"Newton, IL",2821
Illinois,"Niantic, IL",682
Illinois,"Niles, IL",30000
Illinois,Nilwood,233
Illinois,"Noble, IL",671
Illinois,"Nokomis, IL",2195
Illinois,Normal,54594
Illinois,Norridge,14674
Illinois,Norris City,1251
Illinois,"Norris, IL",206
Illinois,"North Aurora, IL",17342
Illinois,North Barrington,3029
Illinois,North Chicago,30395
Illinois,North City,596
Illinois,North Pekin,1596
Illinois,North Riverside,6698
Illinois,North Utica,1356
Illinois,"Northbrook, IL",33655
Illinois,"Northfield, IL",5483
Illinois,"Northlake, IL",12372
Illinois,"Norwood, IL",477
Illinois,"O'Fallon, IL",29069
Illinois,Oak Brook,8065
Illinois,Oak Forest,28174
Illinois,"Oak Grove, IL",574
Illinois,Oak Lawn,57034
Illinois,"Oak Park, IL",52008
Illinois,Oak Run,547
Illinois,Oakbrook Terrace,2171
Illinois,"Oakdale, IL",214
Illinois,Oakford,283
Illinois,"Oakland, IL",886
Illinois,Oakwood Hills,2070
Illinois,"Oakwood, IL",1542
Illinois,Oblong,1426
Illinois,"Odell, IL",1015
Illinois,"Odin, IL",1046
Illinois,"Ogden, IL",811
Illinois,"Oglesby, IL",3676
Illinois,"Ohio, IL",498
Illinois,Okawville,1403
Illinois,Old Mill Creek,224
Illinois,"Olive Branch, IL",864
Illinois,"Olivet, IL",428
Illinois,Olmsted,317
Illinois,"Olney, IL",9026
Illinois,Olympia Fields,5045
Illinois,"Omaha, IL",254
Illinois,Onarga,1329
Illinois,"Oneida, IL",688
Illinois,Opdyke,254
Illinois,Oquawka,1301
Illinois,"Orangeville, IL",768
Illinois,Oreana,847
Illinois,"Oregon, IL",3605
Illinois,"Orient, IL",354
Illinois,"Orion, IL",1833
Illinois,Orland Hills,7277
Illinois,Orland Park,58666
Illinois,"Oswego, IL",33099
Illinois,"Ottawa, IL",18428
Illinois,Owaneco,233
Illinois,"Palatine, IL",69387
Illinois,"Palestine, IL",1330
Illinois,"Palmer, IL",223
Illinois,"Palmyra, IL",680
Illinois,Palos Heights,12597
Illinois,Palos Hills,17627
Illinois,Palos Park,4906
Illinois,"Panama, IL",333
Illinois,Pana,5656
Illinois,"Paris, IL",8498
Illinois,"Park City, IL",7440
Illinois,Park Forest,22034
Illinois,"Park Ridge, IL",37856
Illinois,"Patoka, IL",568
Illinois,"Paw Paw, IL",830
Illinois,"Pawnee, IL",2725
Illinois,"Paxton, IL",4345
Illinois,"Payson, IL",1011
Illinois,"Pearl City, IL",818
Illinois,Pecatonica,2138
Illinois,"Pekin, IL",33824
Illinois,Peoria Heights,6020
Illinois,"Peoria, IL",115828
Illinois,Peotone,4136
Illinois,Percy,938
Illinois,"Perry, IL",382
Illinois,"Peru, IL",10016
Illinois,Pesotum,549
Illinois,"Petersburg, IL",2216
Illinois,"Philo, IL",1475
Illinois,"Phoenix, IL",1969
Illinois,Pierron,573
Illinois,Pinckneyville,5536
Illinois,Pingree Grove,5878
Illinois,Piper City,789
Illinois,Pistakee Highlands,3454
Illinois,"Pittsburg, IL",561
Illinois,"Pittsfield, IL",4493
Illinois,"Plainfield, IL",42138
Illinois,"Plainville, IL",263
Illinois,"Plano, IL",11175
Illinois,Plattville,251
Illinois,"Pleasant Hill, IL",943
Illinois,"Pleasant Plains, IL",804
Illinois,"Plymouth, IL",486
Illinois,"Pocahontas, IL",756
Illinois,"Polo, IL",2274
Illinois,"Pontiac, IL",11599
Illinois,Pontoon Beach,5671
Illinois,Poplar Grove,5169
Illinois,Port Barrington,1508
Illinois,"Port Byron, IL",1650
Illinois,"Posen, IL",6021
Illinois,"Potomac, IL",729
Illinois,"Prairie City, IL",371
Illinois,"Prairie Grove, IL",1876
Illinois,Prairie du Rocher,580
Illinois,Prestbury,1722
Illinois,Preston Heights,2575
Illinois,"Princeton, IL",7415
Illinois,"Princeville, IL",1733
Illinois,Prophetstown,2007
Illinois,Prospect Heights,16418
Illinois,"Quincy, IL",40805
Illinois,Radom,213
Illinois,"Raleigh, IL",348
Illinois,"Ramsey, IL",1024
Illinois,"Rankin, IL",544
Illinois,"Ransom, IL",376
Illinois,"Rantoul, IL",13100
Illinois,Rapids City,956
Illinois,"Raymond, IL",981
Illinois,"Red Bud, IL",3609
Illinois,"Reynolds, IL",523
Illinois,"Richmond, IL",1895
Illinois,Richton Park,13751
Illinois,Richview,241
Illinois,Ridge Farm,860
Illinois,"Ridgway, IL",821
Illinois,"Ringwood, IL",825
Illinois,"Rio, IL",218
Illinois,"River Forest, IL",11208
Illinois,River Grove,10271
Illinois,"Riverdale, IL",13604
Illinois,"Riverside, IL",8881
Illinois,"Riverton, IL",3472
Illinois,Riverwoods,3659
Illinois,"Roanoke, IL",2080
Illinois,"Robbins, IL",5480
Illinois,"Roberts, IL",349
Illinois,"Robinson, IL",7622
